Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Classification Level,Name Category,Species Code,Element Code,Class (English),Kingdom,Phylum,Class,Order,Family,Ecosystem Group,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,BC List,Provincial FRPA,Prov Wildlife Act,COSEWIC,COSEWIC Comments,SARA,SARA Comments,General Status Canada,Migratory Bird Convention Act,GOERT,CITES,Land Use Objectives,Origin,Presence,Breeding Bird,Endemic,CDC Maps,Mapping Comment,BGC,ENV Regional Boundaries,Ecosections,Regional Districts,Municipalities,"Habitats
(Type / Subtype / Dependence)"
Lycenchelys micropora,NA,Manytoothed Eelpout,NA,Species,Vertebrate Animal,F-LYMI,AFCMG04050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodapus dermatinus,NA,Looseskin Eelpout,NA,Species,Vertebrate Animal,F-LYDE,AFCMG05060,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodapus endemoscotus,NA,Deepwater Slipskin,NA,Species,Vertebrate Animal,F-LYEN,AFCMG05040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodapus fierasfer,NA,Blackmouth Slipskin,NA,Species,Vertebrate Animal,F-LYFI,AFCMG05010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodapus mandibularis,NA,Pallid Eelpout,NA,Species,Vertebrate Animal,F-LYMA,AFCMG05020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodapus pachysoma,NA,Stout Slipskin,NA,Species,Vertebrate Animal,F-LYPA,AFCMG05050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodapus parviceps,NA,Smallhead Eelpout,NA,Species,Vertebrate Animal,F-LYPR,AFCMG05030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodapus psarostomatus,NA,Specklemouth Eelpout,NA,Species,Vertebrate Animal,F-LYPS,AFCS805040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodes brevipes,NA,Shortfin Eelpout,NA,Species,Vertebrate Animal,F-LYBR,AFCS806010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodes cortezianus,NA,Bigfin Eelpout,NA,Species,Vertebrate Animal,F-LYCO,AFCS806160,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodes diapterus,NA,Black Eelpout,NA,Species,Vertebrate Animal,F-LYDI,AFCS806020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodes pacificus,NA,Blackbelly Eelpout,NA,Species,Vertebrate Animal,F-LYPC,AFCMG07010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lycodes palearis,NA,Wattled Eelpout,NA,Species,Vertebrate Animal,F-LYPL,AFCS806050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Lyopsetta exilis,Eopsetta exilis,Slender Sole,NA,Species,Vertebrate Animal,F-LYEX,AFCTB04020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Macropinna microstoma,NA,Barreleye,NA,Species,Vertebrate Animal,F-MAMI,AFCHG01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Argentiniformes,Opisthoproctidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Magnisudis atlantica,NA,Duckbill Barracudina,NA,Species,Vertebrate Animal,F-MAAT,AFC8D01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Aulopiformes,Paralepididae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Malacocottus kincaidi,NA,Blackfin Sculpin,NA,Species,Vertebrate Animal,F-MAKI,AFC4E36010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Malacocottus zonurus,NA,Darkfin Sculpin,NA,Species,Vertebrate Animal,F-MAZO,AFC4E36020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Mallotus villosus,NA,Capelin,NA,Species,Vertebrate Animal,F-MAVI,AFCHB06010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,NA,G5,Jan-08,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Margariscus nachtriebi,Margariscus margarita,Pearl Dace,NA,Species,Vertebrate Animal,F-MANA,AFCJB54020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5,Dec-17,S4,Mar-19,May-19,Yellow,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,NA,NA,NA,NA,NA,NA
Maulisia argipalla,NA,Pitted Tubeshoulder,NA,Species,Vertebrate Animal,F-MAAR,AFCHK02010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Medialuna californiensis,NA,Halfmoon,NA,Species,Vertebrate Animal,F-MECA,AFCRN04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Kyphosidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Melamphaes lugubris,NA,Highsnout Ridgehead,NA,Species,Vertebrate Animal,F-MELU,AFC9C01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Melamphaidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Melanonus zugmayeri,NA,Arrowtail,NA,Species,Vertebrate Animal,F-MEZU,AFCMJ01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gadiformes,Melanonidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Melanostigma pammelas,NA,Pacific Soft Pout,NA,Species,Vertebrate Animal,F-MEPA,AFCS811020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Merluccius productus,NA,Pacific Hake,NA,Species,Vertebrate Animal,F-MEPR,AFCMA10020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gadiformes,Merlucciidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Microgadus proximus,NA,Pacific Tomcod,NA,Species,Vertebrate Animal,F-MIPR,AFCMA02020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gadiformes,Gadidae,NA,G5,Apr-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Micropterus dolomieu,NA,Smallmouth Bass,NA,Species,Vertebrate Animal,F-MIDO,AFCQB12020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae,NA,G5,Feb-16,SNA,May-19,Jan-03,Exotic,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Exotic,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Micropterus salmoides,NA,Largemouth Bass,NA,Species,Vertebrate Animal,F-MISA,AFCQB12050,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae,NA,G5,Feb-16,SNA,May-19,Jan-03,Exotic,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Exotic,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Microstomus pacificus,NA,Dover Sole,NA,Species,Vertebrate Animal,F-MIPA,AFCTB14010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Misgurnus anguillicaudatus,NA,Oriental Weatherfish,NA,Species,Vertebrate Animal,F-MIAN,AFCJD01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cobitidae,NA,G5,Sep-96,SNA,May-19,Dec-15,Exotic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Exotic,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Mola mola,NA,Ocean Sunfish,NA,Species,Vertebrate Animal,F-MOMO,AFC3F01020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Tetraodontiformes,Molidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Mola tecta,NA,Hoodwinker Sunfish,NA,Species,Vertebrate Animal,F-MOTE,AFC3F01030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Tetraodontiformes,Molidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Mylocheilus caurinus,NA,Peamouth,NA,Species,Vertebrate Animal,F-MYCA,AFCJB24010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5,Feb-16,S5,May-19,Jan-92,Yellow,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus polyacanthocephalus,NA,Great Sculpin,NA,Species,Vertebrate Animal,F-MYPO,AFC4E04070,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,NA,Shorthorn Sculpin,NA,Species,Vertebrate Animal,F-MYSC,AFC4E04100,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,G5,Feb-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nannobrachium regale,NA,Pinpoint Lanternfish,NA,Species,Vertebrate Animal,F-NARE,AFCVH04010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nannobrachium ritteri,NA,Broadfin Lanternfish,NA,Species,Vertebrate Animal,F-NARI,AFCVH13010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nansenia candida,NA,Bluethroat Argentine,NA,Species,Vertebrate Animal,F-NACA,AFCHJ01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Naucrates ductor,NA,Pilotfish,NA,Species,Vertebrate Animal,F-NADU,AFCQZ07010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nautichthys oculofasciatus,NA,Sailfin Sculpin,NA,Species,Vertebrate Animal,F-NAOC,AFC4E05010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nautichthys robustus,NA,Shortmast Sculpin,NA,Species,Vertebrate Animal,F-NARO,AFC4E05030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hemitripteridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nectoliparis pelagicus,NA,Tadpole Snailfish,NA,Species,Vertebrate Animal,F-NEPE,AFC4G14010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nemichthys scolopaceus,NA,Slender Snipe Eel,NA,Species,Vertebrate Animal,F-NESC,AFCEJ01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Anguilliformes,Nemichthyidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Neoscopelus macrolepidotus,NA,Glowingfish,NA,Species,Vertebrate Animal,F-NEMA,AFCVJ01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Neoscopelidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Nezumia stelgidolepis,NA,California Grenadier,NA,Species,Vertebrate Animal,F-NEST,AFCMC02030,ray-finned fishes,Animalia,Craniata,Actinopterygii,Gadiformes,Macrouridae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Notacanthus chemnitzii,NA,Largescale Tapirfish,NA,Species,Vertebrate Animal,F-NOCH,AFCUA01010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Albuliformes,Notacanthidae,NA,G5,Dec-17,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Notorynchus cepedianus,NA,Broadnose Sevengill Shark,NA,Species,Vertebrate Animal,F-NOCE,AFDBB02010,cartilaginous fishes,Animalia,Craniata,Chondrichthyes,Hexanchiformes,Hexanchidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Notoscopelus japonicus,NA,Spiny Lanternfish,NA,Species,Vertebrate Animal,F-NOJA,AFCVH05040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Notropis atherinoides,NA,Emerald Shiner,NA,Species,Vertebrate Animal,F-NOAT,AFCJB28120,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5,Aug-15,SU,May-19,May-10,Unknown,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,NA,NA,NA,NA,NA,NA
Notropis hudsonius,NA,Spottail Shiner,NA,Species,Vertebrate Animal,F-NOHU,AFCJB28550,ray-finned fishes,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,NA,G5,Aug-15,S1S2,May-19,May-10,Red,NA,NA,NA,NA,NA,NA,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,Y,NA,BWBS,6- Skeena; 7- Omineca; 9- Peace,Cassiar Ranges; Clear Hills; Eastern Muskwa Ranges; Eastern Skeena Mountains; Etsho Plateau; Fort Nelson Lowland; Front Ranges; Finlay River Trench; Hart Foothills; Halfway Plateau; Hyland Plateau; Kechika Mountains; Kiskatinaw Plateau; Kechika River Trench; Liard Plain; Maxhamish Upland; Misinchinka Ranges; Muskwa Foothills; Muskwa Upland; Northern Hart Ranges; Northern Omineca Mountains; Northern Park Ranges; Northern Skeena Mountains; Parsnip Trench; Peace Foothills; Peace Lowland; Petitot Plain; Rabbit Plateau; Southern Boreal Plateau; Sikanni Chief Upland; Southern Hart Ranges; Simpson Upland; Stikine Highland; Stikine Plateau; Trout Lake Plain; Tuya Range; Western Muskwa Ranges,Peace River Regional District; Regional District of Fraser-Fort George; Regional District of Kitimat-Stikine; Stikine Region (Unincorporated),NRRM; Tumbler Ridge; Chetwynd; Dawson Creek; Fort St John; Hudson's Hope; Pouce Coupe; Taylor,NA
Odontopyxis trispinosa,NA,Pygmy Poacher,NA,Species,Vertebrate Animal,F-ODTR,AFC4F10010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Oligocottus maculosus,NA,Tidepool Sculpin,NA,Species,Vertebrate Animal,F-OLMA,AFC4E06010,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Oligocottus rimensis,NA,Saddleback Sculpin,NA,Species,Vertebrate Animal,F-OLRI,AFC4E06020,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Oligocottus snyderi,NA,Fluffy Sculpin,NA,Species,Vertebrate Animal,F-OLSN,AFC4E06040,ray-finned fishes,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae,NA,GNR,NA,SNR,NA,NA,Not Reviewed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
Oncorhynchus clarkii,NA,Cutthroat Trout,NA,Species,Vertebrate Animal,F-ONCL,AFCHA02080,ray-finned fishes,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,NA,G5,Dec-17,S4,Mar-00,Mar-00,No Status,NA,NA,NA,NA,NA,ssp. lewisi is SC on SARA schedule 1,4 - Secure(2005),NA,NA,NA,NA,Native,Regularly occurring,NA,N,N,NA,NA,NA,NA,NA,NA,NA
