Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Paricelinus hopliticus,,Thornback Sculpin,,F-PAHO,AFC4E08010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Parophrys vetulus,Pleuronectes vetulus,English Sole,,F-PAVE,AFCTB16100,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Peprilus simillimus,,Pacific Pompano,,F-PESI,AFCS401030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stromateidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Perca flavescens,,Yellow Perch,,F-PEFL,AFCQC03010,G5,17-Aug-15,SU,15-May-19,17-May-10, , ,Unknown, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Percidae, ,1;2;3;4;8;9, , ,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP,,Exotic,Regularly occurring,, ,N,N,
Percopsis omiscomaycus,,Trout-perch,,F-PEOM,AFCLC01010,G5,17-Aug-15,S4S5,15-May-19,15-May-19, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Percopsiformes,Percopsidae, ,9, , ,BWBS;CWH,,Native,Regularly occurring,, ,N,N,
Phanerodon furcatus,,White Seaperch,,F-PHFU,AFCQK09020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pholis clemensi,,Longfin Gunnel,,F-PHCL,AFCQR01020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pholis laeta,,Crescent Gunnel,,F-PHLA,AFCQR01070,G5,25-Jan-08,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pholis ornata,,Saddleback Gunnel,,F-PHOR,AFCQR01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pholis schultzi,,Red Gunnel,,F-PHSC,AFCQR01090,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Pholidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Phytichthys chirus,,Ribbon Prickleback,,F-PHCH,AFCSC13010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pimephales promelas,,Fathead Minnow,,F-PIPR,AFCJB32020,G5,17-Aug-15,SNA,31-Jan-98,, , ,Exotic, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae, ,2;9, , ,CDF;CWH,,Exotic,Regularly occurring,, ,N,N,
Platichthys stellatus,,Starry Flounder,,F-PLST,AFCTB01010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Platygobio gracilis,,Flathead Chub,,F-PLGR,AFCJB57010,G5,17-Aug-15,S4,15-May-19,17-May-10, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae, ,9, , ,BWBS;CDF,,Native,Regularly occurring,, ,N,N,
Plectobranchus evides,,Bluebarred Prickleback,,F-PLEV,AFCSC15010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pleurogrammus monopterygius,,Atka Mackerel,,F-PLMO,AFC4D04010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Hexagrammidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pleuronichthys coenosus,,C-O Sole,,F-PLCO,AFCTB17010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pleuronichthys decurrens,,Curlfin Sole,,F-PLDE,AFCTB17020,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Podothecus accipenserinus,,Sturgeon Poacher,,F-POAC,AFC4F13010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Polyacanthonotus challengeri,,Longnose Tapirfish,,F-POCH,AFCUA02010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Albuliformes,Notacanthidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pomoxis nigromaculatus,,Black Crappie,,F-PONI,AFCQB13020,G5,09-Feb-16,SNA,15-May-19,20-Jan-03, , ,Exotic, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Centrarchidae, ,2;4;8, , ,BG;CDF;CWH;ICH,,Exotic,Regularly occurring,, ,N,N,
Porichthys notatus,,Plainfin Midshipman,,F-PONO,AFCWA02020,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Batrachoidiformes,Batrachoididae, , , , , ,,Native,Regularly occurring,, ,N,N,
Poroclinus rothrocki,,Whitebarred Prickleback,,F-PORO,AFCSC16010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Poromitra crassiceps,,Crested Ridgehead,,F-POCR,AFC9C02010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Melamphaidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Prionace glauca,,Blue Shark,,F-PRGL,AFDDG05010,G5,27-Dec-17,SNR,,,NAR (Nov 2016), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Carcharhiniformes,Carcharhinidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Prosopium coulterii,,Pygmy Whitefish,,F-PRCO,AFCHA03020,G5,15-Jan-08,S4,15-May-19,10-May-10,NAR (Nov 2016), ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,3;4;5;6;7;8;9, , ,BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Prosopium coulterii pop. 1,,Pygmy Whitefish - Southwestern Yukon Beringian Populations,,F-PRCO-01,AFCHA03021,G5TNR,,S2S3,15-May-19,15-May-19, , ,Blue, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Prosopium coulterii pop. 3,,Pygmy Whitefish - Pacific Populations,,F-PRCO-03,AFCHA03023,G5TNR,,S4,15-May-19,15-May-19, , ,Yellow, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Prosopium cylindraceum,,Round Whitefish,,F-PRCY,AFCHA03030,G5,02-Jun-15,S4,15-May-19,31-Jan-92, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,6;9, , ,BAFA;BG;BWBS;CWH;ICH;IDF;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Prosopium williamsoni,,Mountain Whitefish,,F-PRWI,AFCHA03060,G5,10-May-16,S5,15-May-19,17-May-10, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,2;3;4;5;6;7;8;9, , ,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Protomyctophum crockeri,,California Flashlightfish,,F-PRCR,AFCVH06010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Protomyctophum thompsoni,,Bigeye Flashlightfish,,F-PRTH,AFCVH06020,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Psettichthys melanostictus,,Sand Sole,,F-PSME,AFCTB18010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pseudobathylagus milleri,,Stout Blacksmelt,,F-PSMI,AFCHF02010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Microstomatidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pseudopentaceros wheeleri,,North Pacific Pelagic Armorhead,,F-PSWH,AFCRR01020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Pentacerotidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Psychrolutes paradoxus,,Tadpole Sculpin,,F-PSPA,AFC4E10010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Psychrolutes phrictus,,Blob Sculpin,,F-PSPH,AFC4E10030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Psychrolutes sigalutes,,Soft Sculpin,,F-PSSI,AFC4E10020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Psychrolutidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Pteroplatytrygon violacea,Dasyatis violacea,Pelagic Stingray,,F-PTVI,AFDFE01060,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Myliobatiformes,Dasyatidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Ptilichthys goodei,,Quillfish,,F-PTGO,AFCSE01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Ptilichthyidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Ptychocheilus oregonensis,,Northern Pikeminnow,Northern Squawfish,F-PTOR,AFCJB35030,G5,09-Feb-16,S5,15-May-19,31-Jan-92, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae, ,2;3;4;5;6;7;8;9, , ,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS,,Native,Regularly occurring,, ,N,N,
Pungitius pungitius,,Ninespine Stickleback,,F-PUPU,AFCPA04010,G5,17-Aug-15,SU,30-Mar-18,28-Feb-14, , ,Unknown, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Gasterosteidae,DFN,9,NRRD,Northern Rockies,BWBS,,Native,Unknown/Undetermined,, ,N,Y,
Radulinus asprellus,,Slim Sculpin,,F-RAAS,AFC4E11010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Radulinus boleoides,,Darter Sculpin,,F-RABO,AFC4E11020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Raja binoculata,,Big Skate,,F-RABI,AFDFD01020,G5,10-Feb-17,SNR,,,NAR (Apr 2007), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Raja rhina,,Longnose Skate,,F-RARH,AFDFD01120,G5,19-Apr-17,SNR,,,NAR (Apr 2007), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Rajiformes,Rajidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Reinhardtius hippoglossoides,,Greeenland Halibut,,F-REHI,AFCTB20010,G5,27-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Pleuronectidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Remora australis,,Whalesucker,,F-REAU,AFCSZ03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Echeneidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Rhacochilus vacca,,Pile Perch,,F-RHVA,AFCQK10020,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Embiotocidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Rhamphocottus richardsonii,,Grunt Sculpin,,F-RHRI,AFC4E12010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Rhamphocottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Rhinichthys cataractae,,Longnose Dace,,F-RHCA,AFCJB37020,G5,17-Aug-15,S5,15-May-19,31-Jan-92, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae, ,2;3;4;5;6;7;8;9, , ,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;IMA;MS;PP;SBPS;SBS,,Native,Regularly occurring,, ,N,N,
Rhinichthys cataractae - Chehalis lineage,Rhinichthys sp. 4,Nooksack Dace,,F-RHCA-CH,AFCJB37110,G3,04-Sep-96,S1,15-May-19,31-Jan-92,E (Dec 2018), ,Red, ,, ,,,,1-E (Jun 2003),,1 - At Risk (2000),,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DCK,2,MVRD;FVRD,Port Coquitlam;Langley (District);Abbotsford;Burnaby;Coquitlam;Maple Ridge,CWH,,Native,Regularly occurring,, ,N,Y,
Rhinichthys falcatus,,Leopard Dace,,F-RHFA,AFCJB37040,G4,02-Feb-16,S5?,15-May-19,15-May-19,NAR (May 1990), ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae, ,2;3;4;5;6;7;8, , ,BG;BWBS;CDF;CWH;ICH;IDF;PP;SBPS;SBS,,Native,Regularly occurring,, ,N,N,
Rhinichthys osculus,,Speckled Dace,,F-RHOS,AFCJB37050,G5,25-Sep-96,S3?,15-May-19,15-May-19,E (Nov 2016), ,Blue, ,, ,,,,1-E (Mar 2009),,1 - At Risk (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DAB;DCS,8,KBRD,Grand Forks;Midway,IDF;PP,,Native,Regularly occurring,, ,N,Y,
Rhinichthys umatilla,,Umatilla Dace,,F-RHUM,AFCJB37120,G4,14-Jan-92,S2,15-Mar-19,31-Jan-92,T (Apr 2010), ,Red, ,, ,,,,3 (Mar 2005),,2 - May be at risk (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae,DAB;DCO;DCS;DKL;DOS,4;8,CKRD;KBRD;OSRD,Castlegar;Slocan;Grand Forks;Princeton;Trail;Montrose;Keremeos,BG;ICH;IDF,,Native,Regularly occurring,, ,N,Y,
Rhinogobiops nicholsii,,Blackeye Goby,,F-RHNI,AFCQN15060,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Rhinoliparis attenuatus,,Slim Snailfish,,F-RHAT,AFC4G23010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Liparidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Richardsonius balteatus,,Redside Shiner,,F-RIBA,AFCJB39010,G5,09-Feb-16,S5,15-May-19,31-Jan-92, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Cypriniformes,Cyprinidae, ,2;3;4;5;6;7;8;9, , ,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Rimicola muscarum,,Kelp Clingfish,,F-RIMU,AFCXA03020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Gobiesocidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Ronquilus jordani,,Northern Ronquil,,F-ROJO,AFCRY03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Bathymasteridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Ruscarius meanyi,,Puget Sound Sculpin,,F-RUME,AFC4E40020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sagamichthys abei,,Shining Tubeshoulder,,F-SAAB,AFCHK03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Platytroctidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Salmo salar,,Atlantic Salmon,,F-SASA,AFCHA04060,G5,02-Aug-16,SNA,15-May-19,20-Jan-03, , ,Exotic, ,, ,,,,,,4 - Secure ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;2;6, , ,CDF;CWH;IDF,,Exotic,Regularly occurring,, ,N,N,
Salmo trutta,,Brown Trout,,F-SATR,AFCHA04070,G5,12-Sep-96,SNA,15-May-19,20-Jan-03, , ,Exotic, ,, ,,,,,,7 - Exotic (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;4;8, , ,CDF;CWH;ICH;IDF;PP,,Exotic,Regularly occurring,, ,N,N,
Salvelinus confluentus,,Bull Trout,,F-SACO,AFCHA05020,G5,21-Dec-17,S3S4,26-Apr-18,02-Jan-12,SC (Nov 2012), ,Blue,Y (Jun 2006),, ,,,,,,3 - Sensitive (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCC;DCH;DCK;DCO;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;STRD;SCRD;CKRD;SLRD;TNRD;CSRD;CBRD;MWRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,Delta;Telkwa;Stewart;Castlegar;Cranbrook;Cache Creek;Ashcroft;Hope;Invermere;Dawson Creek;Harrison Hot Springs;Pemberton;Radium Hot Springs;100 Mile House;Valemount;Terrace;Chase;Quesnel;Nakusp;Slocan;Northern Rockies;Taylor;Chetwynd;Mackenzie;Hazelton;New Hazelton;Fort St. James;Houston;Richmond;Fraser Lake;Vanderhoof;McBride;Clinton;Kent;New Denver;Silverton;Kaslo;Salmo;Creston;Fruitvale;Mission;Granisle;Elkford;Canal Flats;Clearwater;Wells;Pitt Meadows;Port Coquitlam;Chilliwack;Langley (District);Abbotsford;Surrey;Squamish;Kamloops;Vancouver;Burnaby;Revelstoke;Prince George;New Westminster;Salmon Arm;Kimberley;Golden;Trail;Sicamous;Hudsons Hope;Williams Lake;Pouce Coupe;Coquitlam;Rossland;Montrose;Warfield;Fort St. John;Tumbler Ridge;Merritt;Maple Ridge;Smithers;Sparwood;Logan Lake;Fernie;Lytton;Lillooet;Nelson,BG;BWBS;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,W,Currently the CDC is not mapping this species as it is quite wide spread.
Salvelinus confluentus pop. 10,,Bull Trout - Western Arctic Populations,,F-SACO-10,AFCHA05122,G5TNR,,S3,24-Apr-18,24-Apr-18, , ,Blue, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,,Y,
Salvelinus confluentus pop. 12,,Bull Trout - Upper Yukon Watershed Populations,,F-SACO-12,AFCHA05124,G5TNR,,SU,24-Apr-18,24-Apr-18, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,,Y,
Salvelinus confluentus pop. 26,,Bull Trout - Pacific Populations,,F-SACO-11,AFCHA0502N,G5T3,29-Sep-15,S3S4,24-Apr-18,24-Apr-18, , ,Blue, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,, ,
Salvelinus confluentus pop. 28,Salvelinus confluentus pop. 6,Bull Trout -South Coast Population,,F-SACO-06,AFCHA0502Q,G5T3,29-Sep-15,S2S3,26-Apr-18,26-Apr-18,SC (Nov 2012), ,Blue, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DCK;DSC;DSQ,2,MVRD;PWRD;SCRD;SLRD;FVRD, ,CDF;CWH;MH,,Native,Regularly occurring,, ,Y,Y,
Salvelinus fontinalis,,Brook Trout,,F-SAFO,AFCHA05030,G5,17-Aug-15,SNA,15-May-19,20-Jan-03, , ,Exotic, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,1;2;3;4;5;6;7;8;9, , ,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;IMA;MS;PP;SBPS;SBS,,Exotic,Regularly occurring,, ,N,N,
